,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
85423,1,2013-06-06 14:18:21,2013-06-04 00:00:00,Mike Sin,1,14405,"<p>It's been over ten years since The Orange Peels came through to play WFMU and they're back playing songs off of their new album ""Welcom To Sun Moon"".</p>
<p>For more info, check out the show's <a href=""https://wfmu.org/playlists/shows/50946"" target=""_blank"">playlist</a>.</p>",12077,Joe Belock,[],"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",10,Radio Program,,,,"<p>For over 15 years, Northern California's Orange Peels have been crafting breezy, heart-on-your-sleeve power-pop tunes in the tradition of '70s mainstays like Big Star, Supertramp or Badfinger.  Their latest record casts jangly and luminous compositions with traditional instrumentation into a soft, clear collection of sunny-sounding songs to drive to with the windows down.</p>",0,2013-06-06 14:16:23,0,16470,,"Sunnyvale, CA",,"Allen Clapp - lead vocals, guitar, keyboards; Jill Pries - bass; John Moremen - lead guitar, vocals; Gabriel Coan - drums",Orange Peels,,['orange peels'],http://www.theorangepeels.com/,,training,small,256000,0,,2013-06-06 14:20:40,,291,0,Pop,[10],[10],,1174,,Attribution-Noncommercial-No Derivative Works 3.0 United States,975,,4,,[],All At Once
85308,0,2013-06-04 09:55:41,2013-06-04 00:00:00,,3,14388,"<p><strong>Want high-resolution album art, liner-notes or lossless FLAC audio? <a href=""http://www.blocsonic.com/releases/show/they-seem-to-be-intelligent"">Check out the blocSonic release page</a>!</strong></p>
<p>It’s now over two years since we’ve last been treated by new music by Swedish indie-pop group <a href=""http://www.blocsonic.com/artist/garmisch""><strong>Garmisch</strong></a>. Well, the wait is now over with this, the first single from the forthcoming album, <em>“Fishes”</em>.</p>
<p><em>“They Seem To Be Intelligent”</em> is an incredibly catchy track featuring the Garmisch signature sound and Charlotte Fagerlund’s distinctive vocals. The single also features remixes by the trip-hop sonic wizard, <strong>dustmotes</strong> (you can find his music at the <a href=""http://dustedwax.org/releases.html"">great <strong>Dusted Wax Kingdom</strong></a>) and our own <a href=""http://www.blocsonic.com/artist/cdoc""><strong>C-Doc</strong></a>.</p>
<p>Thank you goes out to <a href=""http://alinelongatte.wordpress.com""><strong>Aline Longatte</strong></a> for her terrific illustration work and to C-Doc & dustmotes for the great remixes! A very special thanks to Garmisch for the new music… welcome back!</p>
<p>As always, thanks to you, for downloading and listening! We know your time is important and we truly appreciate the fact that you’re taking a few moments out of your day to hear the latest sounds. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!</p>",6723,,[],They Seem To Be Intelligent,5,Album,,,,"<p>Garmisch is a band from Malmö, Sweden. They’ve been together for about six years now. They’ve previously released two EPs on the Swedish netlabel “Go, Jukebox!” and have on and off been doing live shows in the Malmö region. They’ve from the start been putting together a mixture of influences and ideas, still trying to find their intended style; without any intensions about ever really getting there. They collect their music and things at The Garmisch Collection, located at garmisch.se. There’s five of them in the band. Mostly good people.</p>",2,2009-05-05 07:05:17,15,3222,55.604981,"Malmö, Sweden",13.003822,"Stefan Bodetoft
Charlotte Fagerlund
Charlotte Lundgren
Birgitta Persson
Patrik Svensson",Garmisch,,['garmisch'],http://garmisch.se,,test,small,320000,0,,2013-06-04 09:57:17,,240,1,Pop,"[10, 362]","[10, 362]",,1136,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,898,,2,,[],They Seem To Be Intelligent (Tastes So Intelligent Mixx)
85421,1,2013-06-06 14:18:21,2013-06-04 00:00:00,Mike Sin,1,14405,"<p>It's been over ten years since The Orange Peels came through to play WFMU and they're back playing songs off of their new album ""Welcom To Sun Moon"".</p>
<p>For more info, check out the show's <a href=""https://wfmu.org/playlists/shows/50946"" target=""_blank"">playlist</a>.</p>",12077,Joe Belock,[],"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",10,Radio Program,,,,"<p>For over 15 years, Northern California's Orange Peels have been crafting breezy, heart-on-your-sleeve power-pop tunes in the tradition of '70s mainstays like Big Star, Supertramp or Badfinger.  Their latest record casts jangly and luminous compositions with traditional instrumentation into a soft, clear collection of sunny-sounding songs to drive to with the windows down.</p>",0,2013-06-06 14:16:23,0,16470,,"Sunnyvale, CA",,"Allen Clapp - lead vocals, guitar, keyboards; Jill Pries - bass; John Moremen - lead guitar, vocals; Gabriel Coan - drums",Orange Peels,,['orange peels'],http://www.theorangepeels.com/,,training,small,256000,0,,2013-06-06 14:20:38,,236,1,Pop,[10],[10],,1340,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1166,,2,,[],Your New Heroes
85973,0,2013-06-20 16:43:33,2013-04-29 00:00:00,Jon Flores,0,14491,"<p>Charlie Looker of <a href=""http://en.wikipedia.org/wiki/Extra_Life_%28band%29"" target=""_blank"">Extra Life</a> and <a href=""http://www.zzzsss.com/"" target=""_blank"">Zs</a> formed Seaven Teares as a side project a couple of years back.  The name comes from a <a href=""http://en.wikipedia.org/wiki/Lachrimae,_or_Seaven_Teares"" target=""_blank"">400 year old John Dowland composition</a>, which gives a hint of the direction the group takes on their just-released record ""<a href=""http://northernspy.11spot.com/seaven-teares-power-ballads.html"" target=""_blank"">Power Ballads</a>"":  pop music played on acoustic instruments, deeply infused with medieval chamber music but ultramodern in the end.  The band also includes mezzo-soprano Amirtha Kidambi, multi-instrumentalist Robbie Lee, and percussionist Russell Greenberg.  Dan Bodah was happy to welcome them to the WFMU airwaves on April 29th.</p>
<p>For more info, check out the <a href=""https://wfmu.org/playlists/shows/50455"" target=""_blank"">playlist</a>.</p>",4063,,[],"Live on WFMU's Airborne Event with Dan Bodah - April 29th, 2013",6,Album,,,,"<p dir=""ltr"">Seaven Teares mostly acoustic sound brings together a number of disparate influences: dark post-Industrial folk (<a href=""http://www.deathinjune.net/"" target=""_blank"">Death In June</a>, <a href=""http://www.brainwashed.com/c93/"" target=""_blank"">Current 93</a>), 1960’s co-ed pop folk groups (<a href=""https://en.wikipedia.org/wiki/The_Mamas_%26_the_Papas"" target=""_blank"">Mamas and the Papas</a>, <a href=""http://en.wikipedia.org/wiki/Ian_%26_Sylvia"" target=""_blank"">Ian & Sylvia</a>), the drones and textures of modern composition and experimental improvisation, and the cold alien vocal harmonies of Gothic era liturgical music. The seven slow-burning songs shift between abstract raga-like meditations and straight melodic hooks, set against acoustic guitars, dark synth ambience, vibraphone, bells, and occasional harsh electronics, as well as authentic Medieval pump organ and recorders.</p>",0,2013-06-20 16:41:27,1,16527,,"Brooklyn, NY",,"Charlie Looker (singer/songwriter), Amirtha Kidambi (experimental vocalist), Robbie Lee (woodwinds, guitars and synth), Russell Greenberg (percussionist)",Seaven Teares,,['seaven teares'],http://northernspyrecords.com/artist/seaven-teares/,,validation,small,128000,0,,2013-06-20 16:40:06,,553,0,Folk,[17],[17],,1158,,Attribution-Noncommercial-No Derivative Works 3.0 United States,990,,6,,[],Thin Veil
85592,0,2013-06-11 08:48:54,2013-06-11 00:00:00,,2,14436,"<p><strong>Want high-resolution album art, liner-notes, lossless FLAC or pristine 32-Bit/192 kHz wav audio? <a href=""http://www.blocsonic.com/releases/show/fishes"">Check out the blocSonic release page</a>!</strong></p>
<p><a href=""http://garmisch.se""><strong>Garmisch</strong></a> released their <a href=""http://www.blocsonic.com/releases/show/garmisch"">debut full-length album in 2010</a> and then followed that up with the re-release of their <strong>Go! Jukebox</strong> EPs along with remixes on <a href=""http://www.blocsonic.com/releases/show/the-eps-xe""><em>“The EPS XE”</em></a> in 2011. Since then, fans have had to remain patient while the talented independent Swedish pop group cooked up something new. Well, they’ve been cooking and I can say that fans WILL NOT be disappointed! I’m very happy to finally be able to present to you the brand new Garmisch album, <em>“Fishes”</em>.</p>
<p>The new album features the Garmisch sound that’s welcoming & familiar yet at times also reaches out into funky breakbeat-oriented territory. When that combination hits you, it’s a bit surprising, in an OH SO GOOD way!</p>
<p>Oh… and this album is available for download in pristine 32-Bit/192kHz wav format!</p>
<p>Thanks again to <a href=""http://alinelongatte.wordpress.com"">Aline Longatte</a> for the great illustration work.</p>
<p>A very special thanks to Garmisch for the <em>incredible</em> new album! It’s an honor.</p>
<p>As always, thanks to you, for downloading and listening! We know your time is important and we truly appreciate the fact that you’re taking a few moments out of your day to hear the latest sounds. Please spread the word about blocSonic, if you enjoy what we do. Remember… everything we release is cool to share! Always keep the music moving… share it… blog it… podcast it! If you’re in radio… support independent music and broadcast it!</p>",19320,,[],Fishes,9,Album,,,,"<p>Garmisch is a band from Malmö, Sweden. They’ve been together for about six years now. They’ve previously released two EPs on the Swedish netlabel “Go, Jukebox!” and have on and off been doing live shows in the Malmö region. They’ve from the start been putting together a mixture of influences and ideas, still trying to find their intended style; without any intensions about ever really getting there. They collect their music and things at The Garmisch Collection, located at garmisch.se. There’s five of them in the band. Mostly good people.</p>",2,2009-05-05 07:05:17,15,3222,55.604981,"Malmö, Sweden",13.003822,"Stefan Bodetoft
Charlotte Fagerlund
Charlotte Lundgren
Birgitta Persson
Patrik Svensson",Garmisch,,['garmisch'],http://garmisch.se,,test,small,320000,0,,2013-06-11 08:42:33,,238,3,Pop,"[10, 362]","[10, 362]",,2085,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1721,,1,,[],Truth Is
85489,0,2013-06-08 23:10:50,,,1,14422,<p>Link back to www.derekclegg.com</p>,12453,,[],Overlook The Human Race,11,Album,2005-01-01 00:00:00,,,"<p>Born and raised in Michigan, Derek Clegg is a musician who currently resides in Chicago.<span>  </span>Over the past 4 years, Derek has released 12 albums in the genres of alt country, indie, and folk.<span>  </span>Mostly a songwriter, Derek does not tend to perform out, instead using his time to create recordings that have appeared in such networks as TLC and ESPN.<span>  </span>With the help of his rhythm section, Dani Solis on bass and Dean Wuksta on drums, Derek has taken his home recordings to a professional level and continues to strive for improvement.<span>  </span>For more information please visit <a href=""http://www.derekclegg.com"" target=""_blank"">www.derekclegg.com</a>.</p>",7,2010-12-29 12:50:19,82,9765,,"Chicago, IL",,,Derek Clegg,,"['derek clegg', 'alt country', 'singer-songwriter', 'folk', 'indie']",www.derekclegg.com,,training,small,245675,0,,2013-06-09 19:07:00,,176,2,Folk,"[17, 103]","[17, 103]",,1689,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1399,,8,,[],Easy
85837,3,2013-06-17 17:43:10,2009-09-21 00:00:00,,3,14467,"<p>Originally self-released back in 2006 as a limited edition cdr, Portuguese project <a href=""http://www.framemusic.org/"" rel=""nofollow"">Frame</a> brings us a remastered version of his Visions album, now re-released in 2009 with new artwork, courtesy of our friend <a href=""http://www.myspace.com/unreasonablebehaviour"" rel=""nofollow"">Hélder Costa</a>. Laidback chillout electronica with some drum and bass and trance influences.</p>",59547,,[],Visions,10,Album,,,,,1,2011-07-30 07:33:07,14,11574,,Portugal,,,Frame,,['frame'],http://www.framemusic.org,,training,small,256000,0,,2013-06-17 17:38:34,,208,8,Electronic,"[15, 42, 400]","[400, 42, 182, 15]",,8664,,Attribution-NonCommercial-ShareAlike 3.0 International,5716,,7,,[],Enter The Code
85840,3,2013-06-17 17:43:10,2009-09-21 00:00:00,,3,14467,"<p>Originally self-released back in 2006 as a limited edition cdr, Portuguese project <a href=""http://www.framemusic.org/"" rel=""nofollow"">Frame</a> brings us a remastered version of his Visions album, now re-released in 2009 with new artwork, courtesy of our friend <a href=""http://www.myspace.com/unreasonablebehaviour"" rel=""nofollow"">Hélder Costa</a>. Laidback chillout electronica with some drum and bass and trance influences.</p>",59547,,[],Visions,10,Album,,,,,1,2011-07-30 07:33:07,14,11574,,Portugal,,,Frame,,['frame'],http://www.framemusic.org,,training,small,256000,0,,2013-06-17 17:38:36,,360,10,Electronic,"[15, 42, 400]","[400, 42, 182, 15]",,16413,,Attribution-NonCommercial-ShareAlike 3.0 International,11954,,10,,[],The Last One (Old Times)
85027,0,2013-05-28 10:59:40,2013-03-23 00:00:00,,0,14349,"<p style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-type: none; font-family: ff-tisa-web-pro-1, ff-tisa-web-pro-2; font-size: 12px; line-height: 20px;"">It is hard to avoid symbolic interpretation when K080 reintroduces the eighties sound in the KRAAK catalogue. Maan consist of two Flemish engineer students in their early twenties. They do not only love their sciences cold, their debut LP ‘Manifold’ harks back to the misanthropic aesthetics of Belgium’s wave era.</p>
<p style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-type: none; font-family: ff-tisa-web-pro-1, ff-tisa-web-pro-2; font-size: 12px; line-height: 20px;"">But Maan are not the kind of revivalists you would expect them to be. Although the four track garage sound makes them sound like a lost demo tape of teenage angst expression of those days, they owe as much to the literary side of the Shadow Ring, the roughness of The Fall or even the intoxicated parlando-and-bass methods of early Arab Strap. Simon Marius and Tim Depraetere had no clue when old cunts like us tried to impress them with name dropping and references to the bands of our youths. To them we were just an annoying update of nagging hippies who compare everything new they hear to Greatful Dead or Hawkwind. Maan told us to fuck off and went home to listen to their fresh free jazz downloads, then took up some random instruments, made a bunch of tape loops and decided to make a record. Nevertheless, they still sound like something you found on Mutant Sounds in a quest for some obscure trip you had not heard before. Performances of Maan always show the band’s many different angles. Their link to a couple of young Belgian visual artists had them playing at art galleries a lot when they just started out. That might be the reason that you could catch them doing an hour long minimalist kraut mantra, using only trumpet and voice, as well as a more traditional song based basement gig. ‘Manifold’ is the product of song writing, although the trashy art school vibe is present all the same. Do not be mistaken though: Maan are scientists and they do not care about your intelligent pseudo-music philosophy.</p>",3013,,[],Manifold,3,Album,,,,"<p style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-type: none; font-family: ff-tisa-web-pro-1, ff-tisa-web-pro-2; font-size: 12px; line-height: 20px;""> Maan consist of two Flemish engineer students in their early twenties. They do not only love their sciences cold, their debut LP ‘Manifold’ harks back to the misanthropic aesthetics of Belgium’s wave era. <span style=""background-color: transparent;"">But Maan are not the kind of revivalists you would expect them to be. Although the four track garage sound makes them sound like a lost demo tape of teenage angst expression of those days, they owe as much to the literary side of the Shadow Ring, the roughness of The Fall or even the intoxicated parlando-and-bass methods of early Arab Strap.</span></p>",0,2013-05-28 10:57:36,0,16402,,"Gent, Belgium",,"Simon Marius
Tim Depraetere",Maan,,['maan'],,,training,small,320000,0,,2013-05-28 07:01:35,,338,2,Rock,[88],"[88, 12]",,5152,,Attribution-Noncommercial-Share Alike 3.0 United States,3019,,7,,[],define my day
85494,0,2013-06-09 10:12:17,2004-01-01 00:00:00,,1,14424,,8959,,[],Sharks!,15,Album,,,,,0,2010-12-10 16:52:14,1,9557,,,,,Anonymous,,['anonymous'],,,training,small,274433,0,,2013-06-09 10:05:35,,119,0,Experimental,[32],"[32, 38]",,1737,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1565,,15,,[],STAR SPANGLED BANNER
85039,0,2013-05-28 13:07:41,2010-01-05 00:00:00,,1,14351,"<p>Little dubstep experimental EP from US project <a href=""http://www.sicktothebackteeth.com"">Sick To The Back Teeth</a>. Also available is the video of <a href=""http://www.youtube.com/watch?v=GzZ7PK4h8Ls"">Irradiated Dub</a>.</p>",31135,,[],Grit,4,Album,,,,,2,2009-11-06 09:52:04,6,5450,,,,,Sick To The Back Teeth,,['sick to the back teeth'],,,training,small,320000,0,,2013-05-28 13:07:13,,295,9,Electronic,[468],"[468, 15]",,8190,,Attribution-NonCommercial-ShareAlike 3.0 International,6004,,2,,[],Irradiated Dub
85839,3,2013-06-17 17:43:10,2009-09-21 00:00:00,,3,14467,"<p>Originally self-released back in 2006 as a limited edition cdr, Portuguese project <a href=""http://www.framemusic.org/"" rel=""nofollow"">Frame</a> brings us a remastered version of his Visions album, now re-released in 2009 with new artwork, courtesy of our friend <a href=""http://www.myspace.com/unreasonablebehaviour"" rel=""nofollow"">Hélder Costa</a>. Laidback chillout electronica with some drum and bass and trance influences.</p>",59547,,[],Visions,10,Album,,,,,1,2011-07-30 07:33:07,14,11574,,Portugal,,,Frame,,['frame'],http://www.framemusic.org,,training,small,256000,0,,2013-06-17 17:38:35,,333,8,Electronic,"[15, 42, 400]","[400, 42, 182, 15]",,10591,,Attribution-NonCommercial-ShareAlike 3.0 International,7533,,9,,[],Second Hand
85490,0,2013-06-08 23:10:50,,,1,14422,<p>Link back to www.derekclegg.com</p>,12453,,[],Overlook The Human Race,11,Album,2005-01-01 00:00:00,,,"<p>Born and raised in Michigan, Derek Clegg is a musician who currently resides in Chicago.<span>  </span>Over the past 4 years, Derek has released 12 albums in the genres of alt country, indie, and folk.<span>  </span>Mostly a songwriter, Derek does not tend to perform out, instead using his time to create recordings that have appeared in such networks as TLC and ESPN.<span>  </span>With the help of his rhythm section, Dani Solis on bass and Dean Wuksta on drums, Derek has taken his home recordings to a professional level and continues to strive for improvement.<span>  </span>For more information please visit <a href=""http://www.derekclegg.com"" target=""_blank"">www.derekclegg.com</a>.</p>",7,2010-12-29 12:50:19,82,9765,,"Chicago, IL",,,Derek Clegg,,"['derek clegg', 'alt country', 'singer-songwriter', 'folk', 'indie']",www.derekclegg.com,,training,small,251519,0,,2013-06-09 19:07:06,,206,2,Folk,"[17, 103]","[17, 103]",,1649,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1319,,9,,[],I Am There
85951,0,2013-06-20 13:41:45,2013-05-07 00:00:00,Dave Mambach,0,14489,"<p>Pete Galub came by WFMU's studios to hang with Joe Belock and play some songs off of his latest release ""Candy Tears"".</p>
<p>For more info and interview, check out the <a href=""http://wfmu.org/playlists/shows/50554"" target=""_blank"">playlist</a>.</p>",8959,Joe Belock,[],"Live on WFMU's Three Chord Monte with Joe Belock - May 7, 2013",8,Radio Program,,,,"<p><span style=""color:#222222;font-family:arial;font-size:small;"">Both as an artist and local supporting player, Pete Galub has been a material part of NYC's underground art-rock scene for some time now.  A Manhattan-born native, his sound favors the aesthetically mid-ranged and sustained overtones of avant-garde-meets-pop influences like Sonic Youth, songsmiths such as Elvis Costello and the earthy, open alt-americana textures of Big Star.  The Village Voice has called him ""The lyric-prince of dry wit"" and you can hear why.  With thought out lyrics substantial in polysemousness and veritably adventurous musical movements he's managed to chart a course and sound all his own.  - M Santana</span></p>",0,2008-12-04 09:23:41,0,1123,40.7143528,,-74.0059731,Pete Galub,Pete Galub,"www.petegalub.com
","['surf guitar', 'jewish', 'rockabilly', 'instrumental rock']",www.petegalub.com,,training,small,256000,0,,2013-06-20 13:38:14,,292,0,Pop,[10],[10],,660,,Attribution-Noncommercial-No Derivative Works 3.0 United States,548,,1,,[],Plead the 5th Dimension
85484,0,2013-06-08 23:10:50,,,1,14422,<p>Link back to www.derekclegg.com</p>,12453,,[],Overlook The Human Race,11,Album,2005-01-01 00:00:00,,,"<p>Born and raised in Michigan, Derek Clegg is a musician who currently resides in Chicago.<span>  </span>Over the past 4 years, Derek has released 12 albums in the genres of alt country, indie, and folk.<span>  </span>Mostly a songwriter, Derek does not tend to perform out, instead using his time to create recordings that have appeared in such networks as TLC and ESPN.<span>  </span>With the help of his rhythm section, Dani Solis on bass and Dean Wuksta on drums, Derek has taken his home recordings to a professional level and continues to strive for improvement.<span>  </span>For more information please visit <a href=""http://www.derekclegg.com"" target=""_blank"">www.derekclegg.com</a>.</p>",7,2010-12-29 12:50:19,82,9765,,"Chicago, IL",,,Derek Clegg,,"['derek clegg', 'alt country', 'singer-songwriter', 'folk', 'indie']",www.derekclegg.com,,training,small,237529,0,,2013-06-09 19:07:02,,247,0,Folk,"[17, 103]","[17, 103]",,1287,,Attribution-Noncommercial-No Derivative Works 3.0 United States,922,,3,,[],If Only We Had More Time
85823,1,2013-06-17 15:34:44,2013-06-18 00:00:00,,4,14466,"<p>Blending Psychadelik Pedestrian's trademark mix of instrumental piano, strings, breakbeats, old school ambient jungle and strings with contemporary dubstep and chillout grooves, <strong>Nocturnia</strong> features two vocal tracks alongside the more traditional instrumentals and builds elements from Psychadelik Pedestrian's earlier tracks with the electronic synthesized sound of his last album, <a title=""Transient"" href=""/music/Psychadelik_Pedestrian/Transient/""><em>Transient</em></a>.</p>
<p><em>Catch My Fall</em> combines the powerful vocals of <a title=""Sassygal"" href=""http://ccmixter.org/files/Sassygal/37897"">Sassygal</a> with mellow backing harmonies by <a title=""SackJo22"" href=""http://ccmixter.org/files/SackJo22/38077"">SackJo22</a> and ventures into an uplifting pop dance sound similar to <em>Upside Down</em>. <em>Empty Lines</em> is a slightly slower track featuring the beautiful tones of <a title=""MyVanillaWorld"" href=""http://ccmixter.org/files/myvanillaworld/37911"">MyVanillaWorld</a> accompanied by slightly melancholic piano chords. The instrumental tracks explore the many genres of electronic music produced by Psychadelik Pedestrian over the years while keeping a strong focus on melody, and cover a wide range of emotions from the delicate, reverb-coated piano chillout of <em>Raindrops</em> and soaring, atmospheric pads of <em>Flight Of The Geese</em>, to the sinister dubstep of <em>Cyberstalker</em> and ominous, eerie <em>In Suspense</em>. A variety of influences lie behind the tracks in the album: the title of <em>Fifth World</em>, a drum and bass track with spaced out, new age riffs, is a subtle reference to the end of the 13th b'ak'tun of the Mayan Calendar which occurred while the track was being written in 2012, while<em>Telford Court</em> is a throwback to PP's university days and features a 1990s breakbeat influence.</p>
<p><span style=""text-decoration: underline;"">Credits</span></p>
<p><em>Catch my fall</em> contains vocal samples from <a style=""color: #4040cc; text-decoration: none;"" href=""http://ccmixter.org/files/Sassygal/37897"">Flying</a> by Sassygal and <a style=""color: #4040cc; text-decoration: none;"" href=""http://ccmixter.org/files/SackJo22/38077"">Breathe the Sun</a> by SackJo22, used under a <a style=""color: #4040cc; text-decoration: none;"" href=""http://creativecommons.org/licenses/by-nc/3.0/"">Creative Commons</a> licence.</p>
<p><em>Empty Lines</em> contains a vocal sample from The Writer by <a style=""color: #4040cc; text-decoration: none;"" href=""http://ccmixter.org/files/myvanillaworld/37911"">My Vanilla World</a> used under a <a style=""color: #4040cc; text-decoration: none;"" href=""http://creativecommons.org/licenses/by/3.0/"">Creative Commons</a> licence.</p>",126430,Psychadelik Pedestrian,"['electronica', 'uplifting', 'dubstep', 'piano', 'chillout', 'atmospheric']",Nocturnia,12,Album,,,,"<p style=""margin: 6px 0px; font-family: Georgia, sans-serif; font-size: 11px; line-height: 20px;"">Psychadelik Pedestrian started producing breakbeat and jungle music in 1994 and first had online success in 2002, when his venture into chillout music, Night Beach, topped the downtempo charts at several early free download websites and was chosen for a mobile phone promotion.</p>
<p style=""margin: 6px 0px; font-family: Georgia, sans-serif; font-size: 11px; line-height: 20px;"">During 2003 and 2004, Psychadelik Pedestrian tracks became more diverse, examples being the drum and bass Outer Self also being simultaneously made into chillout track Inner Self, and the funky Filter Groove, a track which sampled itself. By this stage, Psychadelik Pedestrian was combining half speed breakbeats and sweeping, haunting pad samples with modern instrumental sounds such as delayed piano, strings and electro beats.</p>
<p style=""margin: 6px 0px; font-family: Georgia, sans-serif; font-size: 11px; line-height: 20px;"">Between 2003 and 2008, John spent some time remixing and remaking some of his older tracks, such as Eternal Truth and Tranquil War. Another Boring Lunchtime, a track originally written in 1996, was reworked in 2006. These remixes culminated in the self-titled album Psychadelik Pedestrian, featuring fourteen of the most well known Pedestrian tracks, which was released in August 2008.</p>
<p style=""margin: 6px 0px; font-family: Georgia, sans-serif; font-size: 11px; line-height: 20px;"">During this time, PP was still releasing new material and, in early 2005, new track Memories was John's first track to feature a full, original vocal produced using a vocoder. Since 2005, John has used a more synthesized, electro sound in new tracks such as Twist Turn Slide.</p>
<p style=""margin: 6px 0px; font-family: Georgia, sans-serif; font-size: 11px; line-height: 20px;"">Following the success of Psychadelik Pedestrian's self-titled album, the Transient album was released in November 2011. This album developed the Psychadelik Pedestrian sound with atmospheric, reverb heavy pads, dubstep influences and several tracks with full vocals. Two of these vocal tracks, Upside Down and the Black Moon Mix of Cry Over You were featured as editorial picks on the CCMixter site in summer 2011.</p>",9,2012-06-11 18:45:55,54,13826,55.00839,United Kingdom,-5.822485,,Psychadelik Pedestrian,,['psychadelik pedestrian'],http://www.toucanmusic.co.uk/artists/artist.php?q=Psychadelik%20Pedestrian,,training,small,256000,0,,2013-06-17 11:30:13,,326,17,Electronic,"[15, 337, 695]","[337, 695, 15]",,11161,,Attribution-NonCommercial 3.0 International,6668,,6,,"['electronica', 'uplifting', 'dubstep', 'piano', 'chillout', 'atmospheric']",Fifth World
85040,0,2013-05-28 13:07:41,2010-01-05 00:00:00,,1,14351,"<p>Little dubstep experimental EP from US project <a href=""http://www.sicktothebackteeth.com"">Sick To The Back Teeth</a>. Also available is the video of <a href=""http://www.youtube.com/watch?v=GzZ7PK4h8Ls"">Irradiated Dub</a>.</p>",31135,,[],Grit,4,Album,,,,,2,2009-11-06 09:52:04,6,5450,,,,,Sick To The Back Teeth,,['sick to the back teeth'],,,training,small,320000,0,,2013-05-28 13:07:14,,348,6,Electronic,[468],"[468, 15]",,11977,,Attribution-NonCommercial-ShareAlike 3.0 International,8252,,3,,[],Neptune Massive
85954,0,2013-06-20 13:41:45,2013-05-07 00:00:00,Dave Mambach,0,14489,"<p>Pete Galub came by WFMU's studios to hang with Joe Belock and play some songs off of his latest release ""Candy Tears"".</p>
<p>For more info and interview, check out the <a href=""http://wfmu.org/playlists/shows/50554"" target=""_blank"">playlist</a>.</p>",8959,Joe Belock,[],"Live on WFMU's Three Chord Monte with Joe Belock - May 7, 2013",8,Radio Program,,,,"<p><span style=""color:#222222;font-family:arial;font-size:small;"">Both as an artist and local supporting player, Pete Galub has been a material part of NYC's underground art-rock scene for some time now.  A Manhattan-born native, his sound favors the aesthetically mid-ranged and sustained overtones of avant-garde-meets-pop influences like Sonic Youth, songsmiths such as Elvis Costello and the earthy, open alt-americana textures of Big Star.  The Village Voice has called him ""The lyric-prince of dry wit"" and you can hear why.  With thought out lyrics substantial in polysemousness and veritably adventurous musical movements he's managed to chart a course and sound all his own.  - M Santana</span></p>",0,2008-12-04 09:23:41,0,1123,40.7143528,,-74.0059731,Pete Galub,Pete Galub,"www.petegalub.com
","['surf guitar', 'jewish', 'rockabilly', 'instrumental rock']",www.petegalub.com,,training,small,256000,0,,2013-06-20 13:38:16,,281,0,Pop,[10],[10],,1383,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1225,,4,,[],300 Days In July
85291,0,2013-06-03 09:11:09,2009-11-19 00:00:00,,1,14383,"<p>Russian ambient laidback idm by <a href=""http://www.myspace.com/koalipsrus"">Koalips</a>. Cover image by <a href=""http://hirise.lpl.arizona.edu/katalogos.php"">NASA/JPL/University of Arizona</a>.</p>",19841,,[],Rain On Mars,5,Album,,,,,0,2012-05-31 16:50:35,3,13743,,Russia,,,Koalips,,['koalips'],http://www.myspace.com/Koalipsrus,,training,small,320000,0,,2013-06-03 09:13:09,,388,10,Electronic,"[236, 400]","[400, 236, 182, 15]",,8434,,Attribution-NonCommercial-ShareAlike 3.0 International,5518,,5,,[],Her Cold Touch (Remix)
85290,0,2013-06-03 09:11:09,2009-11-19 00:00:00,,1,14383,"<p>Russian ambient laidback idm by <a href=""http://www.myspace.com/koalipsrus"">Koalips</a>. Cover image by <a href=""http://hirise.lpl.arizona.edu/katalogos.php"">NASA/JPL/University of Arizona</a>.</p>",19841,,[],Rain On Mars,5,Album,,,,,0,2012-05-31 16:50:35,3,13743,,Russia,,,Koalips,,['koalips'],http://www.myspace.com/Koalipsrus,,training,small,320000,0,,2013-06-03 09:13:08,,467,4,Electronic,"[236, 400]","[400, 236, 182, 15]",,6215,,Attribution-NonCommercial-ShareAlike 3.0 International,4002,,4,,[],Her Cold Touch
